Coordinates,Label
"-0.7451010942459106,6.234019756317139",Computational Models of Complex Systems and Processes
"3.7483015060424805,11.865195274353027",Computational Models of Complex Systems and Processes
"-2.1659793853759766,10.825233459472656",Computational Models of Complex Systems and Processes
"3.610591411590576,13.303231239318848",Computational Models of Complex Systems and Processes
"2.0873377323150635,13.061548233032227",Computational Models of Complex Systems and Processes
"7.224936485290527,9.799665451049805",Computational Models of Complex Systems and Processes
"-2.121025800704956,6.0717692375183105",Computational Models of Complex Systems and Processes
"6.715634346008301,6.738751411437988",Computational Models of Complex Systems and Processes
"4.738863468170166,13.034745216369629",Computational Models of Complex Systems and Processes
"-2.263904094696045,11.316104888916016",Computational Models of Complex Systems and Processes
"-2.626385450363159,7.595123767852783",Computational Models of Complex Systems and Processes
"3.319949150085449,7.301492691040039",Computational Models of Complex Systems and Processes
"7.449838638305664,11.345643043518066",Computational Models of Complex Systems and Processes
"-1.3787404298782349,5.469170093536377",Computational Models of Complex Systems and Processes
"-0.18965063989162445,8.501537322998047",Computational Models of Complex Systems and Processes
"6.342806339263916,4.96914529800415",Computational Models of Complex Systems and Processes
"-0.16246214509010315,5.5098371505737305",Computational Models of Complex Systems and Processes
"3.808382034301758,4.977781772613525",Computational Models of Complex Systems and Processes
"6.458559036254883,6.963521957397461",Computational Models of Complex Systems and Processes
"4.919595718383789,5.735561847686768",Computational Models of Complex Systems and Processes
"5.667466163635254,7.290665626525879",Computational Models of Complex Systems and Processes
"8.240394592285156,12.821341514587402",Computational Models of Complex Systems and Processes
"-1.2452037334442139,8.188283920288086",Computational Models of Complex Systems and Processes
"4.472346305847168,10.047945022583008",Computational Models of Complex Systems and Processes
"8.519454956054688,5.5849080085754395",Computational Models of Complex Systems and Processes
"-0.7254742980003357,7.013463020324707",Computational Models of Complex Systems and Processes
"-0.9485371708869934,5.575599193572998",Computational Models of Complex Systems and Processes
"-0.7234821915626526,6.799646854400635",Computational Models of Complex Systems and Processes
"-2.167038917541504,9.4088773727417",Computational Models of Complex Systems and Processes
"0.14999064803123474,5.075762748718262",Computational Models of Complex Systems and Processes
"3.6041040420532227,7.6888909339904785",Computational Models of Complex Systems and Processes
"-1.5234681367874146,7.097383499145508",Computational Models of Complex Systems and Processes
"-2.1573636531829834,9.316230773925781",Computational Models of Complex Systems and Processes
"2.5220086574554443,5.81107234954834",Computational Models of Complex Systems and Processes
"2.4950432777404785,5.806377410888672",Computational Models of Complex Systems and Processes
"7.127782344818115,12.296247482299805",Computational Models of Complex Systems and Processes
"2.96594500541687,4.952101707458496",Computational Models of Complex Systems and Processes
"-1.5114046335220337,4.746395111083984",Computational Models of Complex Systems and Processes
"4.988541603088379,11.3474760055542",Computational Models of Complex Systems and Processes
"4.312004566192627,6.5237226486206055",Computational Models of Complex Systems and Processes
"2.5789172649383545,7.898916244506836",Computational Models of Complex Systems and Processes
"3.8096280097961426,9.006046295166016",Computational Models of Complex Systems and Processes
"-0.2341199666261673,5.342427730560303",Computational Models of Complex Systems and Processes
"6.304510116577148,13.281105041503906",Computational Models of Complex Systems and Processes
"-0.771039605140686,7.611680507659912",Computational Models of Complex Systems and Processes
"2.0262413024902344,9.695947647094727",Computational Models of Complex Systems and Processes
"-0.4967496991157532,6.728517532348633",Computational Models of Complex Systems and Processes
"-3.1236233711242676,6.472462177276611",Computational Models of Complex Systems and Processes
"5.60884952545166,8.729361534118652",Computational Models of Complex Systems and Processes
"8.49059009552002,5.701754570007324",Computational Models of Complex Systems and Processes
"10.085046768188477,6.237040996551514",Computational Models of Complex Systems and Processes
"5.294539928436279,7.239431858062744",Computational Models of Complex Systems and Processes
"0.9267051815986633,10.734620094299316",Computational Models of Complex Systems and Processes
"1.1806199550628662,9.905523300170898",Computational Models of Complex Systems and Processes
"5.897552013397217,11.953152656555176",Computational Models of Complex Systems and Processes
"1.9612250328063965,8.518795013427734",Computational Models of Complex Systems and Processes
"-0.16822487115859985,8.840009689331055",Computational Models of Complex Systems and Processes
"-0.18824099004268646,8.809266090393066",Computational Models of Complex Systems and Processes
"0.9889990091323853,8.853507041931152",Computational Models of Complex Systems and Processes
"0.4677158296108246,13.427660942077637",Computational Models of Complex Systems and Processes
"3.6285922527313232,8.954944610595703",Computational Models of Complex Systems and Processes
"5.130284309387207,4.119516849517822",Computational Models of Complex Systems and Processes
"3.8715813159942627,5.126767158508301",Computational Models of Complex Systems and Processes
"6.363382339477539,6.836873531341553",Computational Models of Complex Systems and Processes
"1.2307765483856201,10.030439376831055",Computational Models of Complex Systems and Processes
"8.374271392822266,5.9507527351379395",Computational Models of Complex Systems and Processes
"8.146626472473145,12.749141693115234",Computational Models of Complex Systems and Processes
"5.085805416107178,10.168546676635742",Computational Models of Complex Systems and Processes
"8.418109893798828,6.280934810638428",Computational Models of Complex Systems and Processes
"0.5292590260505676,6.203704357147217",Computational Models of Complex Systems and Processes
"3.782244920730591,11.503161430358887",Computational Models of Complex Systems and Processes
"1.092201828956604,11.873315811157227",Computational Models of Complex Systems and Processes
"2.9830291271209717,5.07779598236084",Computational Models of Complex Systems and Processes
"5.267611026763916,4.113582611083984",Computational Models of Complex Systems and Processes
"2.337392568588257,12.116676330566406",Computational Models of Complex Systems and Processes
"4.257568359375,7.508657455444336",Computational Models of Complex Systems and Processes
"8.34370231628418,8.054160118103027",Computational Models of Complex Systems and Processes
"7.81865930557251,8.700486183166504",Computational Models of Complex Systems and Processes
"-1.1053582429885864,11.405900001525879",Computational Models of Complex Systems and Processes
"8.497587203979492,5.724453926086426",Computational Models of Complex Systems and Processes
"-1.9549968242645264,11.3684720993042",Computational Models of Complex Systems and Processes
"6.415688514709473,7.98176383972168",Computational Models of Complex Systems and Processes
"8.237982749938965,12.801151275634766",Computational Models of Complex Systems and Processes
"3.888704776763916,4.812019348144531",Computational Models of Complex Systems and Processes
"3.1756038665771484,10.604217529296875",Computational Models of Complex Systems and Processes
"-2.3157474994659424,10.5223970413208",Computational Models of Complex Systems and Processes
"4.690610885620117,9.728036880493164",Computational Models of Complex Systems and Processes
"0.9648677110671997,6.41774320602417",Computational Models of Complex Systems and Processes
"2.7612693309783936,12.68761157989502",Computational Models of Complex Systems and Processes
"2.573715925216675,7.998425483703613",Computational Models of Complex Systems and Processes
"-2.5618910789489746,7.772440433502197",Computational Models of Complex Systems and Processes
"6.776328086853027,12.33552360534668",Computational Models of Complex Systems and Processes
"4.533804893493652,8.125643730163574",Computational Models of Complex Systems and Processes
"-1.4869065284729004,6.53660774230957",Computational Models of Complex Systems and Processes
"6.499361038208008,6.876605033874512",Computational Models of Complex Systems and Processes
"6.6327009201049805,11.26744556427002",Computational Models of Complex Systems and Processes
"-1.3812230825424194,8.545024871826172",Computational Models of Complex Systems and Processes
"1.7442656755447388,10.153458595275879",Computational Models of Complex Systems and Processes
"5.212848663330078,10.57071304321289",Computational Models of Complex Systems and Processes
"7.815200328826904,10.020060539245605",Computational Models of Complex Systems and Processes
"-1.68417489528656,4.4945268630981445",Computational Models of Complex Systems and Processes
"0.46218129992485046,13.476211547851562",Computational Models of Complex Systems and Processes
"5.627696514129639,10.72110652923584",Computational Models of Complex Systems and Processes
"0.2508623003959656,7.1467084884643555",Computational Models of Complex Systems and Processes
"1.9308032989501953,11.595416069030762",Computational Models of Complex Systems and Processes
"0.12663565576076508,6.795909881591797",Computational Models of Complex Systems and Processes
"0.04991115629673004,6.1699018478393555",Computational Models of Complex Systems and Processes
"8.422233581542969,12.866106986999512",Computational Models of Complex Systems and Processes
"6.550508975982666,12.758304595947266",Computational Models of Complex Systems and Processes
"0.3874422013759613,6.977827072143555",Computational Models of Complex Systems and Processes
"-0.14362718164920807,4.514669418334961",Computational Models of Complex Systems and Processes
"0.035313211381435394,6.4411725997924805",Computational Models of Complex Systems and Processes
"0.10629579424858093,5.785902976989746",Computational Models of Complex Systems and Processes
"-0.2960178852081299,6.210331916809082",Computational Models of Complex Systems and Processes
"-0.9262086749076843,6.432136535644531",Computational Models of Complex Systems and Processes
"-2.467381238937378,6.661169528961182",Computational Models of Complex Systems and Processes
"6.394572734832764,5.093599796295166",Computational Models of Complex Systems and Processes
"8.9132719039917,12.250984191894531",Computational Models of Complex Systems and Processes
"-1.3975951671600342,6.2378740310668945",Computational Models of Complex Systems and Processes
"3.7413384914398193,8.476330757141113",Computational Models of Complex Systems and Processes
